09:53:12,180 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
13:20:40,447 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
13:20:40,447 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
13:20:40,448 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
13:20:40,449 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
13:20:40,646 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Address" is already enhanced.
13:20:40,687 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
13:20:40,695 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
13:20:40,697 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.City" is already enhanced.
13:20:40,699 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Country" is already enhanced.
13:20:40,709 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
13:20:40,710 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=223 ms, enhance=104 ms, total=327 ms. Consult the log for full details
14:14:58,416 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
14:14:58,683 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
14:14:58,741 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
14:14:58,741 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
14:14:58,742 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
14:14:58,743 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
14:14:58,954 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Address" is already enhanced.
14:14:58,985 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
14:14:58,995 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
14:14:58,997 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.City" is already enhanced.
14:14:58,999 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Country" is already enhanced.
14:14:59,010 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
14:14:59,011 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=225 ms, enhance=98 ms, total=323 ms. Consult the log for full details
15:13:06,449 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
15:13:06,716 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
15:13:06,784 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
15:13:06,785 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
15:13:06,786 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
15:13:06,787 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
15:13:07,117 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
15:13:07,127 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
15:13:07,139 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
15:13:07,147 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
15:13:07,155 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
15:13:07,162 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
15:13:07,162 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=336 ms, enhance=104 ms, total=440 ms. Consult the log for full details
11:12:47,129 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:12:47,424 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:12:47,485 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:12:47,486 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:12:47,487 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:12:47,488 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:12:47,753 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
11:12:47,765 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
11:12:47,776 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:12:47,784 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
11:12:47,790 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
11:12:47,797 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
11:12:47,798 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=268 ms, enhance=99 ms, total=367 ms. Consult the log for full details
11:17:13,778 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
11:17:14,046 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
11:17:14,109 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
11:17:14,109 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
11:17:14,110 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
11:17:14,111 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
11:17:14,380 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
11:17:14,388 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
11:17:14,399 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
11:17:14,409 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
11:17:14,416 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
11:17:14,421 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
11:17:14,422 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=271 ms, enhance=101 ms, total=372 ms. Consult the log for full details
15:45:51,355 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
15:45:51,623 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
15:45:51,690 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
15:45:51,691 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
15:45:51,691 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
15:45:51,692 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
15:45:51,971 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
15:45:51,982 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
15:45:51,993 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
15:45:52,001 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
15:45:52,010 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
15:45:52,017 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
15:45:52,018 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=284 ms, enhance=104 ms, total=388 ms. Consult the log for full details
15:47:10,291 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
15:47:10,560 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
15:47:10,620 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
15:47:10,620 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
15:47:10,621 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
15:47:10,622 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
15:47:10,888 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
15:47:10,899 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
15:47:10,910 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
15:47:10,916 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
15:47:10,925 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
15:47:10,930 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
15:47:10,931 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=269 ms, enhance=97 ms, total=366 ms. Consult the log for full details
15:51:13,173 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
15:51:13,464 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
15:51:13,524 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
15:51:13,525 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
15:51:13,525 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
15:51:13,526 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
15:51:13,847 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
15:51:13,859 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
15:51:13,869 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
15:51:13,880 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
15:51:13,890 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
15:51:13,897 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
15:51:13,898 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=306 ms, enhance=123 ms, total=429 ms. Consult the log for full details
15:51:22,661 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
15:51:22,939 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
15:51:23,000 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
15:51:23,001 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
15:51:23,001 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
15:51:23,002 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
15:51:23,293 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
15:51:23,302 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
15:51:23,310 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
15:51:23,318 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
15:51:23,326 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
15:51:23,332 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
15:51:23,333 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=289 ms, enhance=98 ms, total=387 ms. Consult the log for full details
15:53:03,572 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
15:53:03,828 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
15:53:03,887 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
15:53:03,887 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
15:53:03,888 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
15:53:03,889 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
15:53:04,143 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Address" is already enhanced.
15:53:04,146 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Author" is already enhanced.
15:53:04,147 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
15:53:04,148 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.City" is already enhanced.
15:53:04,150 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Country" is already enhanced.
15:53:04,153 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Publication" is already enhanced.
15:53:04,153 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=281 ms, enhance=40 ms, total=321 ms. Consult the log for full details
16:02:08,166 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
16:02:08,463 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
16:02:08,528 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
16:02:08,529 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
16:02:08,530 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
16:02:08,531 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
16:02:08,813 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
16:02:08,823 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
16:02:08,836 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
16:02:08,843 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
16:02:08,851 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
16:02:08,857 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
16:02:08,857 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=277 ms, enhance=111 ms, total=388 ms. Consult the log for full details
12:23:35,679 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
12:23:36,340 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
12:23:36,478 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
12:23:36,479 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
12:23:36,480 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
12:23:36,481 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
12:23:36,904 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Address.class" with enhanced definition
12:23:36,916 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Author.class" with enhanced definition
12:23:36,929 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Book.class" with enhanced definition
12:23:36,940 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/City.class" with enhanced definition
12:23:36,958 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Country.class" with enhanced definition
12:23:36,967 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/home/nitiraj/work/pandora_repo/pandora/jdo/learn-jdo/target/classes/com/nattubaba/learn/jdo/entities/Publication.class" with enhanced definition
12:23:36,968 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 6 classes. Timings : input=420 ms, enhance=201 ms, total=621 ms. Consult the log for full details
12:25:57,219 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
12:25:57,660 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 3.1.0.m1) : Enhancement of classes
12:25:57,769 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDate<->java.lang.String ignored since java type not present in CLASSPATH
12:25:57,771 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.String ignored since java type not present in CLASSPATH
12:25:57,772 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalTime<->java.lang.Long ignored since java type not present in CLASSPATH
12:25:57,773 (main) INFO  [DataNucleus.Persistence] - TypeConverter for javax.time.calendar.LocalDateTime<->java.lang.String ignored since java type not present in CLASSPATH
12:25:58,102 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Address" is already enhanced.
12:25:58,105 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Author" is already enhanced.
12:25:58,107 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Book" is already enhanced.
12:25:58,109 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.City" is already enhanced.
12:25:58,111 (main) INFO  [DataNucleus.Enhancer] - Class "com.nattubaba.learn.jdo.entities.Country" is already enhanced.
